timestamp,control_pwm
1750917001.6077461,0.0
1750917001.6204462,0.0
1750917001.637544,0.0
1750917001.6515875,0.0
1750917001.671607,0.0
1750917001.694701,0.0
1750917001.7107258,0.0
1750917001.742095,0.0
1750917001.7619812,0.0
1750917001.7709022,0.0
1750917001.7839472,0.0
1750917001.8008838,0.0
1750917001.81345,0.0
1750917001.8292603,0.0
1750917001.8428974,0.0
1750917001.857686,0.0
1750917001.8730228,0.0
1750917001.8940856,0.0
1750917001.914934,0.0
1750917001.9332333,0.0
1750917001.950411,0.0
1750917001.9693286,0.0
1750917001.9806163,0.0
1750917002.0022206,0.0
1750917002.007626,0.0
1750917002.0238707,0.0
1750917002.0415282,0.0
1750917002.0527735,0.0
1750917002.0652094,0.0
1750917002.0824978,0.0
1750917002.0915601,0.0
1750917002.1122777,0.0
1750917002.1218188,0.0
1750917002.1367238,0.0
1750917002.1503425,0.0
1750917002.1736655,0.0
1750917002.1942158,0.0
1750917002.210265,0.0
1750917002.2218494,0.0
1750917002.231715,0.0
1750917002.2462878,0.0
1750917002.2588096,0.0
1750917002.2689006,0.0
1750917002.3173234,0.0
1750917002.3322997,0.0
1750917002.3635798,0.0
1750917002.3855183,0.0
1750917002.4165943,0.0
1750917002.4310734,0.0
1750917002.4605358,0.0
1750917002.4862497,0.0
1750917002.5029557,0.0
1750917002.5133328,0.0
1750917002.5339968,0.0
1750917002.5512805,0.0
1750917002.5636039,0.0
1750917002.5784726,0.0
1750917002.5940135,0.0
1750917002.60956,0.0
1750917002.6212866,0.0
1750917002.6419837,0.0
1750917002.6529937,0.0
1750917002.6703603,0.0
1750917002.7314918,0.0
1750917002.7573211,0.0
1750917002.7809246,0.0
1750917002.7995355,0.0
1750917002.8209221,0.0
1750917002.8530807,0.0
1750917002.8848455,0.0
1750917002.9109738,0.0
1750917002.935505,0.0
1750917002.9556851,0.0
1750917002.9882095,0.0
1750917003.0063214,0.0
1750917003.041946,0.0
1750917003.0571935,0.0
1750917003.0738008,0.0
1750917003.0994132,0.0
1750917003.1484082,0.0
1750917003.1791458,0.0
1750917003.2125635,0.0
1750917003.24206,0.0
1750917003.2693708,0.0
1750917003.2958775,0.0
1750917003.3249776,0.0
1750917003.3540113,0.0
1750917003.3749752,0.0
1750917003.3996289,0.0
1750917003.4219801,0.0
1750917003.4357252,0.0
1750917003.4600391,0.0
1750917003.4858637,0.0
1750917003.5255537,0.0
1750917003.5457299,0.0
1750917003.6404119,0.0
1750917003.6777525,0.0
1750917003.7170162,0.0
1750917003.7523499,0.0
1750917003.774507,0.0
1750917003.8021336,0.0
1750917003.8265424,0.0
1750917003.8619244,0.0
1750917003.9206147,0.0
1750917003.9596071,0.0
1750917004.035429,0.0
1750917004.0759883,0.0
1750917004.1260402,0.0
1750917004.1572833,0.0
1750917004.178715,0.0
1750917004.210268,0.0
1750917004.2566051,0.0
1750917004.2990773,0.0
1750917004.3205078,0.0
1750917004.3470764,0.0
1750917004.3763537,0.0
1750917004.401007,0.0
1750917004.4228423,0.0
1750917004.444028,0.0
1750917004.4668221,0.0
1750917004.4864469,0.0
1750917004.5026329,0.0
1750917004.5222723,0.0
1750917004.550283,0.0
1750917004.5865295,0.0
1750917004.613249,0.0
1750917004.6405513,0.0
1750917004.6719472,0.0
1750917004.7074816,0.0
1750917004.7415667,0.0
1750917004.7708158,0.0
1750917004.8020842,0.0
1750917004.8293226,0.0
1750917004.852179,0.0
1750917004.8745494,0.0
1750917004.8944392,0.0
1750917004.923354,0.0
1750917004.9389987,0.0
1750917004.9769177,0.0
1750917005.0071025,0.0
1750917005.0351083,0.0
1750917005.0645986,0.0
1750917005.0957727,0.0
1750917005.1250238,0.0
1750917005.1537697,0.0
1750917005.179958,0.0
1750917005.200691,0.0
1750917005.2298665,0.0
1750917005.266968,0.0
1750917005.311516,0.0
1750917005.3329806,0.0
1750917005.3779705,0.0
1750917005.3962104,0.0
1750917005.4201727,0.0
1750917005.436675,0.0
1750917005.4572246,0.0
1750917005.4746215,0.0
1750917005.521625,0.0
1750917005.5613704,0.0
1750917005.5745275,0.0
1750917005.625871,0.0
1750917005.6544511,0.0
1750917005.6883779,0.0
1750917005.717727,0.0
1750917005.7367089,0.0
1750917005.7899168,0.0
1750917005.8233361,0.0
1750917005.8483756,0.0
1750917005.8841858,0.0
1750917005.9141138,0.0
1750917005.9505746,0.0
1750917005.9764824,0.0
1750917006.0188162,0.0
1750917006.0476289,0.0
1750917006.0799596,0.0
1750917006.1235294,0.0
1750917006.1535175,0.0
1750917006.1807854,0.0
1750917006.2002401,0.0
1750917006.2323794,0.0
1750917006.2497547,0.0
1750917006.263328,0.0
1750917006.2929032,0.0
1750917006.3271003,0.0
1750917006.356816,0.0
1750917006.3784335,0.0
1750917006.4086998,0.0
1750917006.4390597,0.0
1750917006.4657247,0.0
1750917006.4845557,0.0
1750917006.5078351,0.0
1750917006.522655,0.0
1750917006.5409775,0.0
1750917006.5585053,0.0
1750917006.5747156,0.0
1750917006.6044548,0.0
1750917006.6282384,0.0
1750917006.6426036,0.0
