timestamp,roll,pitch,yaw
1750917001.606059,0.000000,0.000000,0.000000
1750917001.619602,-5.269763,0.280542,-75.012299
1750917001.633475,-5.269763,0.280542,-75.012299
1750917001.6491964,-5.269763,0.280542,-75.012299
1750917001.6714058,-5.269763,0.280542,-75.012299
1750917001.6953607,-5.304476,0.275969,-75.008840
1750917001.707299,-5.312685,0.275610,-75.009394
1750917001.7287254,-5.312685,0.275610,-75.009394
1750917001.748846,-5.312685,0.275610,-75.009394
1750917001.7597923,-5.312685,0.275610,-75.009394
1750917001.7705238,-5.312685,0.275610,-75.009394
1750917001.789268,-5.312685,0.275610,-75.009394
1750917001.7949607,-5.376268,0.276606,-74.997310
1750917001.8082573,-5.376268,0.276606,-74.997310
1750917001.8186429,-5.398773,0.277900,-74.996534
1750917001.834539,-5.398773,0.277900,-74.996534
1750917001.8515258,-5.398773,0.277900,-74.996534
1750917001.8646305,-5.419057,0.281877,-74.970490
1750917001.8906097,-5.419057,0.281877,-74.970490
1750917001.9051356,-5.419057,0.281877,-74.970490
1750917001.917186,-5.428887,0.285388,-74.968799
1750917001.926481,-5.428887,0.285388,-74.968799
1750917001.9499679,-5.428887,0.285388,-74.968799
1750917001.9688025,-5.428887,0.285388,-74.968799
1750917001.9795012,-5.428887,0.285388,-74.968799
1750917001.9905968,-5.445681,0.296520,-74.970613
1750917002.010603,-5.445681,0.296520,-74.970613
1750917002.0203931,-5.445681,0.296520,-74.970613
1750917002.041083,-5.445681,0.296520,-74.970613
1750917002.0593212,-5.447833,0.302285,-74.969489
1750917002.0684047,-5.447833,0.302285,-74.969489
1750917002.0749881,-5.447833,0.302285,-74.969489
1750917002.0911849,-5.447833,0.302285,-74.969489
1750917002.109195,-5.447833,0.302285,-74.969489
1750917002.1175764,-5.447833,0.302285,-74.969489
1750917002.1315587,-5.447833,0.302285,-74.969489
1750917002.1498344,-5.424341,0.310299,-74.981368
1750917002.1669633,-5.424341,0.310299,-74.981368
1750917002.1808703,-5.424341,0.310299,-74.981368
1750917002.2004523,-5.412474,0.308582,-74.984992
1750917002.2099214,-5.411094,0.307606,-74.985591
1750917002.2215524,-5.413773,0.307452,-74.987117
1750917002.2378736,-5.412487,0.305767,-74.987007
1750917002.2539504,-5.412487,0.305767,-74.987007
1750917002.2686749,-5.406804,0.302261,-74.989874
1750917002.2893069,-5.406804,0.302261,-74.989874
1750917002.3000474,-5.398173,0.299742,-74.992933
1750917002.3188887,-5.398173,0.299742,-74.992933
1750917002.3310192,-5.398173,0.299742,-74.992933
1750917002.354308,-5.380001,0.296812,-74.996010
1750917002.3684459,-5.380001,0.296812,-74.996010
1750917002.3814888,-5.349018,0.290828,-74.998755
1750917002.3983102,-5.330145,0.287055,-75.000239
1750917002.4211042,-5.330145,0.287055,-75.000239
1750917002.4567199,-5.325579,0.282993,-75.004607
1750917002.4852743,-5.325579,0.282993,-75.004607
1750917002.4983075,-5.334978,0.280969,-75.012485
1750917002.5107055,-5.331451,0.279674,-75.010544
1750917002.519862,-5.331451,0.279674,-75.010544
1750917002.5311866,-5.328133,0.279763,-75.011887
1750917002.5478704,-5.328133,0.279763,-75.011887
1750917002.5597312,-5.328133,0.279763,-75.011887
1750917002.5687888,-5.328133,0.279763,-75.011887
1750917002.5901775,-5.328133,0.279763,-75.011887
