timestamp,roll_error,pitch_error,yaw_error
1750917001.606059,0.000000,0.000000,0.000000
1750917001.619602,0.000000,0.000000,0.000000
1750917001.633475,0.000000,0.000000,0.000000
1750917001.6491964,0.000000,0.000000,0.000000
1750917001.6714058,0.000000,0.000000,0.000000
1750917001.6953607,0.000000,0.000000,0.000000
1750917001.707299,0.000000,0.000000,0.000000
1750917001.7287254,0.000000,0.000000,0.000000
1750917001.748846,0.000000,0.000000,0.000000
1750917001.7597923,0.000000,0.000000,0.000000
1750917001.7705238,0.000000,0.000000,0.000000
1750917001.789268,0.000000,0.000000,0.000000
1750917001.7949607,0.000000,0.000000,0.000000
1750917001.8082573,0.000000,0.000000,0.000000
1750917001.8186429,0.000000,0.000000,0.000000
1750917001.834539,0.000000,0.000000,0.000000
1750917001.8515258,0.000000,0.000000,0.000000
1750917001.8646305,0.000000,0.000000,0.000000
1750917001.8906097,0.000000,0.000000,0.000000
1750917001.9051356,0.000000,0.000000,0.000000
1750917001.917186,0.000000,0.000000,0.000000
1750917001.926481,0.000000,0.000000,0.000000
1750917001.9499679,0.000000,0.000000,0.000000
1750917001.9688025,0.000000,0.000000,0.000000
1750917001.9795012,0.000000,0.000000,0.000000
1750917001.9905968,0.000000,0.000000,0.000000
1750917002.010603,0.000000,0.000000,0.000000
1750917002.0203931,0.000000,0.000000,0.000000
1750917002.041083,0.000000,0.000000,0.000000
1750917002.0593212,0.000000,0.000000,0.000000
1750917002.0684047,0.000000,0.000000,0.000000
1750917002.0749881,0.000000,0.000000,0.000000
1750917002.0911849,0.000000,0.000000,0.000000
1750917002.109195,0.000000,0.000000,0.000000
1750917002.1175764,0.000000,0.000000,0.000000
1750917002.1315587,0.000000,0.000000,0.000000
1750917002.1498344,0.000000,0.000000,0.000000
1750917002.1669633,0.000000,0.000000,0.000000
1750917002.1808703,0.000000,0.000000,0.000000
1750917002.2004523,0.000000,0.000000,0.000000
1750917002.2099214,0.000000,0.000000,0.000000
1750917002.2215524,0.000000,0.000000,0.000000
1750917002.2378736,0.000000,0.000000,0.000000
1750917002.2539504,0.000000,0.000000,0.000000
1750917002.2686749,0.000000,0.000000,0.000000
1750917002.2893069,0.000000,0.000000,0.000000
1750917002.3000474,0.000000,0.000000,0.000000
1750917002.3188887,0.000000,0.000000,0.000000
1750917002.3310192,0.000000,0.000000,0.000000
1750917002.354308,0.000000,0.000000,0.000000
1750917002.3684459,0.000000,0.000000,0.000000
1750917002.3814888,0.000000,0.000000,0.000000
1750917002.3983102,0.000000,0.000000,0.000000
1750917002.4211042,0.000000,0.000000,0.000000
1750917002.4567199,0.000000,0.000000,0.000000
1750917002.4852743,0.000000,0.000000,0.000000
1750917002.4983075,0.000000,0.000000,0.000000
1750917002.5107055,0.000000,0.000000,0.000000
1750917002.519862,0.000000,0.000000,0.000000
1750917002.5311866,0.000000,0.000000,0.000000
1750917002.5478704,0.000000,0.000000,0.000000
1750917002.5597312,0.000000,0.000000,0.000000
1750917002.5687888,0.000000,0.000000,0.000000
1750917002.5901775,0.000000,0.000000,0.000000
1750917002.5972261,0.000000,0.000000,0.000000
1750917002.6088645,0.000000,0.000000,0.000000
1750917002.615514,0.000000,0.000000,0.000000
1750917002.639644,0.000000,0.000000,0.000000
1750917002.6533222,0.000000,0.000000,0.000000
1750917002.669653,0.000000,0.000000,0.000000
1750917002.7292242,0.000000,0.000000,0.000000
1750917002.7449102,0.673778,-0.098395,1.577016
1750917002.7799695,0.672814,-0.098395,1.577016
1750917002.7986188,0.672814,-0.098395,1.577016
1750917002.8199708,0.672814,-0.098395,1.577016
1750917002.8518887,0.672814,-0.098395,1.577016
1750917002.8744338,0.672814,-0.098395,1.577016
1750917002.8984613,0.672814,-0.098395,1.577016
1750917002.9104042,0.461131,-0.104936,1.557073
1750917002.929987,0.461131,-0.104936,1.557073
1750917002.9539363,0.461131,-0.104936,1.557073
1750917002.983926,0.355295,-0.105181,1.595713
1750917003.003355,0.355295,-0.105181,1.595713
1750917003.0347319,0.338707,-0.104760,1.587125
1750917003.0480022,0.250970,-0.097569,1.582875
1750917003.0729787,0.250970,-0.097569,1.582875
1750917003.0945542,0.250970,-0.097569,1.582875
1750917003.1419108,0.145724,-0.093123,1.574054
1750917003.1738935,0.073743,-0.092300,1.619680
1750917003.2104273,0.015235,-0.089186,1.662103
1750917003.241122,-0.031839,-0.088201,1.673313
1750917003.2673965,-0.031839,-0.088201,1.673313
1750917003.294229,-0.121179,-0.088256,1.722816
1750917003.3144448,-0.166456,-0.091675,1.755628
1750917003.3382459,-0.216413,-0.093522,1.793545
1750917003.3632438,-0.269249,-0.096337,1.804820
1750917003.3991597,-0.269249,-0.096337,1.804820
1750917003.4199605,-0.269249,-0.096337,1.804820
1750917003.4575179,-0.269249,-0.096337,1.804820
1750917003.4730816,-0.403178,-0.101650,1.902562
1750917003.501705,-0.431970,-0.104016,1.923750
1750917003.5251899,-0.463133,-0.107240,1.946744
1750917003.5412345,-0.480013,-0.108307,1.948266
1750917003.5716085,-0.506212,-0.108837,1.955077
1750917003.6115658,-0.558661,-0.109408,1.961274
1750917003.6690214,-0.558661,-0.109408,1.961274
1750917003.714862,-0.558661,-0.109408,1.961274
1750917003.7491257,-0.666164,-0.104390,1.988221
1750917003.7726562,-0.662094,-0.103266,2.001125
1750917003.8016324,-0.670212,-0.102128,2.005359
1750917003.8259099,-0.670212,-0.102128,2.005359
1750917003.860314,-0.670212,-0.102128,2.005359
1750917003.8834937,-0.720757,-0.097427,2.016225
1750917003.9016845,-0.734475,-0.095061,2.021270
1750917003.9237843,-0.739801,-0.092636,2.023189
1750917003.9575448,-0.742346,-0.091010,2.025206
1750917003.9965832,-0.737503,-0.091010,2.025206
1750917004.0275466,-0.737503,-0.091010,2.025206
1750917004.0495915,-0.718487,-0.087181,2.027573
1750917004.0840597,-0.718487,-0.087181,2.027573
1750917004.1253092,-0.723056,-0.088041,2.028659
1750917004.1502762,-0.723056,-0.088041,2.028659
1750917004.173237,-0.710432,-0.092302,2.027822
1750917004.2098918,-0.690129,-0.094499,2.029469
1750917004.236653,-0.690129,-0.094499,2.029469
1750917004.2970316,-0.672324,-0.093983,2.030990
1750917004.317958,-0.665106,-0.095194,2.030138
1750917004.3435483,-0.669132,-0.094580,2.034699
1750917004.3628674,-0.675781,-0.095872,2.035069
1750917004.3942115,-0.682411,-0.096362,2.035403
1750917004.4132566,-0.693071,-0.098625,2.040401
1750917004.4416025,-0.699675,-0.098199,2.043832
1750917004.4663994,-0.714257,-0.096986,2.046112
1750917004.486273,-0.719114,-0.094282,2.050665
1750917004.5012157,-0.719114,-0.094282,2.050665
1750917004.5214279,-0.719114,-0.094282,2.050665
1750917004.548538,-0.719114,-0.094282,2.050665
1750917004.560658,-0.751356,-0.090994,2.058558
1750917004.5776439,-0.764856,-0.091129,2.061174
1750917004.6006525,-0.764856,-0.091129,2.061174
1750917004.6230192,-0.778567,-0.091898,2.062418
1750917004.65771,-0.809278,-0.091584,2.071036
1750917004.6847963,-0.820908,-0.089942,2.075012
1750917004.7229755,-0.847480,-0.087191,2.085294
1750917004.7576833,-0.874766,-0.086316,2.093484
1750917004.7762468,-0.887434,-0.086225,2.097550
1750917004.8018196,-0.889667,-0.086733,2.102284
1750917004.845173,-0.889667,-0.086733,2.102284
1750917004.8595066,-0.892070,-0.089780,2.110469
1750917004.910431,-0.892070,-0.089780,2.110469
