timestamp,control_pwm
1750917001.6126316,0.0
1750917001.6277053,0.0
1750917001.6373017,0.0
1750917001.6490278,0.0
1750917001.6670582,0.0
1750917001.6782486,0.0
1750917001.6980946,0.0
1750917001.7103355,0.0
1750917001.7216635,0.0
1750917001.7405777,0.0
1750917001.759394,0.0
1750917001.7736092,0.0
1750917001.7887056,0.0
1750917001.800754,0.0
1750917001.8133142,0.0
1750917001.828799,0.0
1750917001.8403647,0.0
1750917001.8544264,0.0
1750917001.8678472,0.0
1750917001.893926,0.0
1750917001.9146764,0.0
1750917001.9301996,0.0
1750917001.9474964,0.0
1750917001.9644191,0.0
1750917001.9791362,0.0
1750917002.0016372,0.0
1750917002.0103128,0.0
1750917002.0235317,0.0
1750917002.0419047,0.0
1750917002.0524964,0.0
1750917002.0650337,0.0
1750917002.0818696,0.0
1750917002.0983872,0.0
1750917002.1089764,0.0
1750917002.1246724,0.0
1750917002.140436,0.0
1750917002.1721568,0.0
1750917002.1884978,0.0
1750917002.1998494,0.0
1750917002.209602,0.0
1750917002.2212434,0.0
1750917002.2312126,0.0
1750917002.2460213,0.0
1750917002.2584405,0.0
1750917002.2684693,0.0
1750917002.2998097,0.0
1750917002.3184192,0.0
1750917002.3305953,0.0
1750917002.353992,0.0
1750917002.3902836,0.0
1750917002.4028025,0.0
1750917002.422506,0.0
1750917002.4455469,0.0
1750917002.471043,0.0
1750917002.4794335,0.0
1750917002.4978952,0.0
1750917002.5087278,0.0
1750917002.525047,0.0
1750917002.5391002,0.0
1750917002.5511723,0.0
1750917002.5667167,0.0
1750917002.5898018,0.0
1750917002.5970511,0.0
1750917002.6085224,0.0
1750917002.617871,0.0
1750917002.6392996,0.0
1750917002.6491947,0.0
1750917002.662111,0.0
1750917002.6832638,0.0
1750917002.7132087,0.0
1750917002.738844,0.0
1750917002.767978,0.0
1750917002.7890007,0.0
1750917002.8094525,0.0
1750917002.8367255,0.0
1750917002.8623981,0.0
1750917002.8974519,0.0
1750917002.9101775,0.0
1750917002.9260056,0.0
1750917002.9460175,0.0
1750917002.9759855,0.0
1750917002.9891505,0.0
1750917003.0029104,0.0
1750917003.0339625,0.0
1750917003.0569072,0.0
1750917003.0723782,0.0
1750917003.0939362,0.0
1750917003.1411457,0.0
1750917003.1734788,0.0
1750917003.2099617,0.0
1750917003.2407362,0.0
1750917003.2669702,0.0
1750917003.2938652,0.0
1750917003.3245153,0.0
1750917003.353641,0.0
1750917003.3747191,0.0
1750917003.3923354,0.0
1750917003.4190717,0.0
1750917003.4352348,0.0
1750917003.456956,0.0
1750917003.4727166,0.0
1750917003.4840362,0.0
1750917003.5246933,0.0
1750917003.5393002,0.0
1750917003.556272,0.0
1750917003.6113198,0.0
1750917003.6791232,0.0
1750917003.7143838,0.0
1750917003.748711,0.0
1750917003.7724235,0.0
1750917003.8009133,0.0
1750917003.825748,0.0
1750917003.859759,0.0
1750917003.8830218,0.0
1750917003.9012034,0.0
1750917003.9192145,0.0
1750917003.9295073,0.0
1750917003.9551997,0.0
1750917004.0349207,0.0
1750917004.0605404,0.0
1750917004.0835733,0.0
1750917004.12978,0.0
1750917004.149837,0.0
1750917004.1728797,0.0
1750917004.2093987,0.0
1750917004.2340584,0.0
1750917004.2702155,0.0
1750917004.2966151,0.0
1750917004.3173397,0.0
1750917004.3431332,0.0
1750917004.362219,0.0
1750917004.3933892,0.0
1750917004.4127805,0.0
1750917004.4410756,0.0
1750917004.4582,0.0
1750917004.4833689,0.0
1750917004.5005178,0.0
1750917004.520739,0.0
1750917004.5482876,0.0
1750917004.5840125,0.0
1750917004.6000695,0.0
1750917004.6208792,0.0
1750917004.6376724,0.0
1750917004.6690145,0.0
1750917004.7055023,0.0
1750917004.7390783,0.0
1750917004.7674313,0.0
1750917004.7963786,0.0
1750917004.8253336,0.0
1750917004.8516605,0.0
1750917004.8739407,0.0
1750917004.9090877,0.0
1750917004.937133,0.0
1750917004.9604728,0.0
1750917005.005224,0.0
1750917005.0323894,0.0
1750917005.0478275,0.0
1750917005.07333,0.0
1750917005.1013854,0.0
1750917005.129919,0.0
1750917005.1388137,0.0
1750917005.1687145,0.0
1750917005.1892974,0.0
1750917005.2177517,0.0
1750917005.2387538,0.0
1750917005.3082826,0.0
1750917005.3319504,0.0
1750917005.3619387,0.0
1750917005.394712,0.0
1750917005.4178073,0.0
1750917005.4346054,0.0
1750917005.455676,0.0
1750917005.4728296,0.0
1750917005.4888003,0.0
1750917005.5182087,0.0
1750917005.5402627,0.0
1750917005.5637927,0.0
1750917005.589518,0.0
1750917005.6284099,0.0
1750917005.6395648,0.0
1750917005.6797624,0.0
1750917005.7158408,0.0
1750917005.7357345,0.0
1750917005.7895494,0.0
1750917005.8229299,0.0
1750917005.855902,0.0
1750917005.883878,0.0
1750917005.9125276,0.0
1750917005.9343858,0.0
1750917005.9608002,0.0
1750917005.984488,0.0
1750917006.0162578,0.0
1750917006.0451717,0.0
1750917006.0776513,0.0
1750917006.0908866,0.0
1750917006.1218004,0.0
1750917006.152964,0.0
1750917006.1803067,0.0
1750917006.1997721,0.0
1750917006.2318852,0.0
1750917006.249367,0.0
1750917006.2613196,0.0
1750917006.282424,0.0
1750917006.2981927,0.0
1750917006.320308,0.0
1750917006.33283,0.0
1750917006.3564055,0.0
1750917006.378081,0.0
1750917006.4188104,0.0
1750917006.4375055,0.0
1750917006.464581,0.0
1750917006.4775548,0.0
1750917006.500664,0.0
1750917006.514483,0.0
1750917006.5389917,0.0
1750917006.5565238,0.0
1750917006.5727162,0.0
1750917006.5938985,0.0
1750917006.6137285,0.0
1750917006.6358945,0.0
1750917006.656803,0.0
1750917006.6879656,0.0
1750917006.7063816,0.0
1750917006.7300494,0.0
1750917006.7587972,0.0
1750917006.7813585,0.0
1750917006.80649,0.0
1750917006.8294384,0.0
1750917006.8640094,0.0
1750917006.896648,0.0
1750917006.910505,0.0
1750917006.9243212,0.0
1750917006.9439895,0.0
