timestamp,control_pwm
1750917001.608222,0.0
1750917001.6286733,0.0
1750917001.637956,0.0
1750917001.645716,0.0
1750917001.6607125,0.0
1750917001.6735196,0.0
1750917001.6974432,0.0
1750917001.7075539,0.0
1750917001.7338014,0.0
1750917001.7498484,0.0
1750917001.7645783,0.0
1750917001.7809272,0.0
1750917001.795292,0.0
1750917001.8096497,0.0
1750917001.8209872,0.0
1750917001.8370712,0.0
1750917001.8517568,0.0
1750917001.8725739,0.0
1750917001.8969362,0.0
1750917001.9168816,0.0
1750917001.9346492,0.0
1750917001.9549153,0.0
1750917001.9728112,0.0
1750917001.9913251,0.0
1750917002.014495,0.0
1750917002.0357041,0.0
1750917002.058228,0.0
1750917002.0687783,0.0
1750917002.0857298,0.0
1750917002.1028311,0.0
1750917002.1151555,0.0
1750917002.1327617,0.0
1750917002.1577997,0.0
1750917002.16775,0.0
1750917002.1818788,0.0
1750917002.2014713,0.0
1750917002.2152307,0.0
1750917002.23251,0.0
1750917002.2498357,0.0
1750917002.2594366,0.0
1750917002.2718406,0.0
1750917002.2927353,0.0
1750917002.3193483,0.0
1750917002.331718,0.0
1750917002.357374,0.0
1750917002.3795066,0.0
1750917002.3978014,0.0
1750917002.4203537,0.0
1750917002.4313045,0.0
1750917002.4695199,0.0
1750917002.4869657,0.0
1750917002.4993038,0.0
1750917002.5110624,0.0
1750917002.5343285,0.0
1750917002.5506556,0.0
1750917002.5637693,0.0
1750917002.575001,0.0
1750917002.6013217,0.0
1750917002.6157172,0.0
1750917002.6416237,0.0
1750917002.660681,0.0
1750917002.6713507,0.0
1750917002.7319055,0.0
1750917002.7701046,0.0
1750917002.7909915,0.0
1750917002.8115458,1460
1750917002.8386438,1460
1750917002.8631163,1460
1750917002.9076316,1460
1750917002.9365954,1460
1750917002.9593225,1460
1750917002.990118,1460
1750917003.0072508,1460
1750917003.0426247,1460
1750917003.0610774,1460
1750917003.0828574,1460
1750917003.108386,1460
1750917003.1493104,1460
1750917003.1810312,1460
1750917003.2185562,1460
1750917003.2432978,1460
1750917003.2705147,1460
1750917003.30158,1460
1750917003.3266032,1460
1750917003.3550994,1460
1750917003.3765624,1460
1750917003.4007065,1454
1750917003.4321709,1454
1750917003.4461553,1454
1750917003.4695477,1454
1750917003.486655,1454
1750917003.526181,1454
1750917003.54657,1454
1750917003.5894032,1454
1750917003.6415067,1454
1750917003.679587,1454
1750917003.7196474,1454
1750917003.754,1454
1750917003.7799275,1454
1750917003.802651,1454
1750917003.829858,1454
1750917003.8765793,1454
1750917003.9085941,1454
1750917003.9779289,1454
1750917004.0126598,1454
1750917004.0361812,1454
1750917004.062194,1454
1750917004.0862951,1454
1750917004.127092,1454
1750917004.15848,1454
1750917004.1751068,1454
1750917004.2108324,1454
